source_id,display_name,type,mean_citedness_2yr,works_count,h_index
S162068045,Self and Identity,journal,1.8849557522123894,,99
S162188394,International Journal of Police Science & Management,journal,1.202247191011236,,45
S162196882,Studies in Higher Education,journal,6.830443159922929,,189
S16240985,The International Journal for Academic Development,journal,1.826086956521739,,74
S162477232,The American Journal of Drug and Alcohol Abuse,journal,2.5665024630541873,,116
S162636843,Maternal and Child Nutrition,journal,2.647577092511013,,111
S162826810,Journal of Professional Nursing,journal,2.3735763097949887,,98
S16292117,Behavioral Sciences & the Law,journal,1.8457446808510638,,108
S162983661,Women and Birth,journal,1.6411149825783973,,88
S163075119,EMBO Molecular Medicine,journal,6.83609958506224,,187
S163127633,Journal of Applied Gerontology,journal,1.6795422031473533,,93
S163169856,International Journal for Parasitology,journal,2.356589147286822,,198
S163294987,Information Standards Quarterly,journal,0.0,,15
S163345920,Translational Psychiatry,journal,6.149171270718232,,182
S163534328,Marketing Science,journal,6.6313131313131315,,234
S163545350,Journal of Consumer Psychology,journal,5.103448275862069,,190
S163673364,Information Research,journal,0.8038095238095239,,43
S163759021,Shoulder & Elbow,journal,1.1021671826625388,,47
S163784168,Journal of King Saud University - Science,journal,4.930899608865711,,94
S164001016,ACS Applied Materials & Interfaces,journal,8.205821205821206,,374
S164302473,Journal of Social and Clinical Psychology,journal,1.1884057971014492,,159
S164389565,JAMA Neurology,journal,11.586626139817628,,234
S164469042,Journal of Thrombosis and Haemostasis,journal,3.583947583947584,,244
S164701809,Critical Studies in Education,journal,2.9338842975206614,,69
S164728804,Zebrafish,journal,1.2043010752688172,,72
S164743771,Community Dental Health,journal,0.32951289398280803,,22
S165253824,Scandinavian Journal of Economics,journal,1.3541666666666667,,136
S165368631,Neuropsychologia,journal,2.295499021526419,,323
S165454098,Engineering Structures,journal,7.722232421516431,,225
S165559636,International Journal of Human-Computer Interaction,journal,5.032483552631579,,133
S165592611,Experimental Neurology,journal,3.8122605363984676,,273
S16559285,Learning & Behavior,journal,1.6310679611650485,,62
S165709033,Current Anthropology,journal,1.612,,209
S165786329,Journal of Radiotherapy in Practice,journal,0.4375,,22
S165787973,Molecular Ecology Notes,journal,0.0,,102
S165879012,Journal of Sport Management,journal,2.5483870967741935,,118
S165966931,Aging & Mental Health,journal,2.2738853503184715,,154
S165991124,Memórias do Instituto Oswaldo Cruz,journal,1.702127659574468,,140
S166002381,Journal of Applied Psychology,journal,4.59866220735786,,522
S166148025,Journal of Research on Adolescence,journal,2.7897310513447433,,155
S166185052,Frontiers in Zoology,journal,2.556603773584906,,96
S166472302,Digital humanities quarterly,journal,0.11510791366906475,,29
S16647404,Psychological Inquiry,journal,1.1304347826086956,,139
S166518670,Lab Animal,journal,1.2125,,54
S166523383,Arquivos de Neuro-Psiquiatria,journal,0.21460014673514308,,82
S166684315,Human Movement Science,journal,1.9330543933054394,,148
S166722454,Education and Information Technologies,journal,11.492581602373887,,153
S166774750,Scientific Programming,journal,0.2608695652173913,,67
S166799026,Journal of Natural Products,journal,3.476244343891403,,188
S166957603,Brain Injury,journal,1.85286783042394,,147
S167039476,The American Journal of Comparative Law,journal,1.2597402597402598,,101
S167047176,Eye,journal,2.7827239003709594,,170
S167068830,Teaching and learning in nursing,journal,2.2163814180929093,,47
S167117542,Journal of Applied Statistics,journal,0.9353233830845771,,101
S167203149,International Journal of Quantum Chemistry,journal,2.6968085106382977,,170
S167257428,International Journal for Equity in Health,journal,4.8774120317820655,,136
S16731738,European Journal of Cancer,journal,2.7034664657121326,,298
S167406155,Journal of Media Psychology Theories Methods and Applications,journal,2.045045045045045,,54
S167407068,Physiology & Behavior,journal,2.2977303070761015,,253
S167524807,Archives of Disease in Childhood Education & Practice,journal,0.43,,54
S167723465,Psychophysiology,journal,3.482142857142857,,265
S16793705,Research Evaluation,journal,2.7790697674418605,,84
S167961193,Journal of Statistical Software,journal,13.266666666666667,,231
S167998872,Journal of Women and Minorities in Science and Engineering,journal,0.4107142857142857,,47
S168041952,European Neuropsychopharmacology,journal,1.302771855010661,,158
S168049282,American Journal of Public Health,journal,2.6369565217391306,,421
S168054501,Quaestiones Mathematicae,journal,0.6723549488054608,,41
S168123707,Applied Psychology Health and Well-Being,journal,2.9685714285714284,,75
S168280950,Sprache · Stimme · Gehör,journal,0.06770833333333333,,15
S168329810,Comparative Education Review,journal,1.4610389610389611,,101
S168415115,Cancers,journal,4.9141282003363855,,221
S168522863,Cancer Research,journal,0.5391718263483769,,469
S168584722,Food Hydrocolloids,journal,12.464737793851718,,276
S168738021,International Journal of Social Robotics,journal,3.702127659574468,,109
S168740313,Evidence-Based Nursing,journal,0.4010152284263959,,45
S168828829,Eos,journal,0.09076042518397383,,187
S168863142,Journal of Social Issues,journal,4.732919254658385,,246
S168863630,Educational Psychologist,journal,8.294117647058824,,238
S169054600,Journal of the Neurological Sciences,journal,0.9117355371900826,,232
S169221615,Information Economics and Policy,journal,2.392857142857143,,87
S169236886,Cell Reports,journal,8.104560342655581,,326
S169290648,Expanded abstracts with biographies/SEG technical program expanded abstracts,journal,0.0,,14
S169433491,Journal of Public Administration Research and Theory,journal,5.344444444444444,,189
S169605324,Bulletin of The Royal College of Surgeons of England,journal,0.5441527446300716,,24
S169733112,Journal of Basic Microbiology,journal,3.148241206030151,,99
S169796457,The cryosphere,journal,4.0094899169632265,,161
S169988927,Journal of the Operational Research Society,journal,2.328214971209213,,287
S170052170,Neuroscience & Biobehavioral Reviews,journal,7.7368421052631575,,376
S170105747,Hormones and Behavior,journal,2.7253086419753085,,203
S170217976,Progress in brain research,book series,1.3059701492537314,,217
S170358085,Analytical Methods,journal,2.657237325495959,,118
S170515770,Trauma Violence & Abuse,journal,5.43595041322314,,151
S17068196,Biotropica,journal,1.5965770171149145,,181
S170741353,Social Influence,journal,1.7291666666666667,,48
S170890380,International Journal of Audiology,journal,1.6294416243654823,,134
S170915847,Journal of Behavioral Medicine,journal,2.5762711864406778,,171
S170967050,American Journal of Epidemiology,journal,2.85130890052356,,418
S170991295,Genome,journal,1.823943661971831,,148
S171056766,Forensic Science,journal,0.34782608695652173,,37
S171064435,Praehistorische Zeitschrift,journal,0.3880597014925373,,27
S171072222,Inorganic Chemistry,journal,4.830309955720612,,308
S171130801,European Journal of Neuroscience,journal,2.6201022146507666,,279
S171176648,Psychiatric Services,journal,2.052980132450331,,232
S171382541,Frontiers in Neuroanatomy,journal,3.2705882352941176,,118
S17147534,Journal of Medical Internet Research,journal,8.112146970112422,,295
S171488675,Atmospheric Research,journal,3.7263397947548462,,180
S171705774,Academic Emergency Medicine,journal,1.5949554896142433,,180
S171918450,Biomass and Bioenergy,journal,5.059203036053131,,245
S171971387,Scandinavian Journal of Management,journal,2.4056603773584904,,104
S171971566,Convergencia Revista de Ciencias Sociales,journal,0.6,,20
S171990522,Human Biology,journal,0.0078003120124804995,,75
S172084117,Sexual Abuse,journal,1.6956521739130435,,111
S172276550,Journal of Biomedical Semantics,journal,3.6721311475409837,,59
S172313144,European Management Review,journal,2.2751322751322753,,80
S172319488,Brain Structure and Function,journal,2.541860465116279,,133
S172436580,Environmental Toxicology,journal,2.8,,105
S172494440,Evolutionary Ecology,journal,1.2837837837837838,,135
S172504065,Revista de Estudios Sociales,journal,1.3186813186813187,,39
S172540258,Journal of Nursing Management,journal,3.3672680412371134,,143
S172573765,JAMA,journal,8.8161582852432,,1012
S172587278,International Journal of Global Energy Issues,journal,0.26490066225165565,,35
S172925388,Disaster Medicine and Public Health Preparedness,journal,1.3502958579881656,,79
S172982486,The Journal of Perinatal & Neonatal Nursing,journal,1.087719298245614,,66
S173274907,Muscle & Nerve,journal,2.0545050055617353,,217
S173281865,Acta Neuropsychiatrica,journal,2.587878787878788,,59
S173466246,Nurse Leader,journal,0.9565217391304348,,34
S173545869,Animal Cognition,journal,2.0669291338582676,,121
S173554290,Journal of Community Health,journal,1.584717607973422,,110
S173657377,Perspectives on Politics,journal,1.1522277227722773,,166
S1737980,Journal of Neural Transmission,journal,3.1005802707930368,,167
S173874250,Indian Pediatrics,journal,1.2044506258692629,,74
S173880072,Antiquity,journal,1.4168039538714992,,127
S173941543,Applied Physiology Nutrition and Metabolism,journal,2.753315649867374,,126
S173943867,Environmental Research,journal,7.791271632806621,,256
S173952958,Perception & Psychophysics,journal,0.0,,227
S174197836,Asian Journal Of Social Psychology,journal,1.2577319587628866,,80
S174221484,International Journal of Applied Linguistics,journal,3.3840472673559825,,79
S174303711,Functional Ecology,journal,4.420329670329671,,240
S174377464,Journal of School Choice,journal,1.0064102564102564,,32
S174413665,Review of Income and Wealth,journal,1.830188679245283,,115
S174538591,International Journal of Intercultural Relations,journal,2.7837837837837838,,171
S174672550,Aging Cell,journal,5.87322695035461,,219
S174685111,Adicciones,journal,0.828125,,43
S174695746,Journal of Glaucoma,journal,2.25,,122
S174777489,Humor - International Journal of Humor Research,journal,0.6782608695652174,,79
S174790897,Neurochemical Research,journal,3.6107470511140236,,164
S174840595,PPmP - Psychotherapie · Psychosomatik · Medizinische Psychologie,journal,1.1216730038022813,,54
S174847851,Information Processing & Management,journal,6.754440154440155,,190
S174893293,Journal of Pharmaceutical and Biomedical Analysis,journal,3.4315068493150687,,170
S174951568,The Surgeon,journal,1.704225352112676,,77
S175030738,Neuropsychopharmacology,journal,4.669849931787176,,307
S175181960,Environmental Biology of Fishes,journal,1.4263157894736842,,143
S17537316,BMC Medical Ethics,journal,3.870967741935484,,95
S175435324,Cognitive Neuroscience,journal,2.554054054054054,,55
S175466255,The Journal of Infection in Developing Countries,journal,1.5557184750733137,,85
S175814247,Journal of Neurology,journal,4.4957582184517495,,206
S175922936,Journal of Neuro-Oncology,journal,2.860949208992506,,165
S175935889,Mammal Review,journal,3.12,,123
S175962947,Zeitschrift für Entwicklungspsychologie und Pädagogische Psychologie,journal,1.4615384615384615,,37
S176029047,Journal of Human Environmental Studies,journal,0.06349206349206349,,7
S176204532,BDJ,journal,0.6967294350842418,,157
S176211327,Journal of Robotics,journal,1.896551724137931,,36
S176347361,Language,journal,1.270967741935484,,396
S176417662,Zeitschrift für Neuropsychologie,journal,0.8163265306122449,,23
S176508836,Developmental Cognitive Neuroscience,journal,4.993055555555555,,128
S176659572,Health & Social Care in the Community,journal,1.8516129032258064,,120
S176667235,Journal of Nonverbal Behavior,journal,2.466666666666667,,115
S176794141,Journal of Traumatic Stress,journal,3.0191082802547773,,206
S176795851,Journal of Macroeconomics,journal,2.0,,130
S176831015,Educational and Psychological Measurement,journal,1.4335664335664335,,199
S176883142,Linguistics and Philosophy,journal,1.6615384615384616,,145
S176903982,Health Promotion Practice,journal,1.3,,83
S177008655,Musculoskeletal Care,journal,1.871313672922252,,50
S177222959,The Journal of Sex Research,journal,2.9036144578313254,,179
S177238307,TESOL Quarterly,journal,3.7880597014925375,,265
S177321595,Thinking & Reasoning,journal,1.803921568627451,,81
S177350161,Brain stimulation,journal,1.8965158606344255,,151
S177391433,Body Image,journal,4.685,,150
S177438180,World Englishes,journal,1.744186046511628,,103
S177533077,Cell Metabolism,journal,28.315412186379927,,452
S177574795,Journal of Muslim Mental Health,journal,0.5294117647058824,,40
S177586587,Computer Supported Cooperative Work (CSCW),journal,2.4838709677419355,,98
S17762386,European Journal of Obstetrics & Gynecology and Reproductive Biology,journal,1.5135356849876949,,159
S177779441,Social Cognition,journal,0.7671232876712328,,131
S177839238,Journal of Multilingual and Multicultural Development,journal,3.024390243902439,,112
S177929781,Journal of Child Psychology and Psychiatry,journal,4.20675944333996,,345
S177945262,Current Opinion in Neurology,journal,5.32806324110672,,168
S177993953,Journal of Literacy Research,journal,1.6774193548387097,,78
S178021067,Journal of Social Policy,journal,1.8846153846153846,,110
S178182516,Journal of Agromedicine,journal,1.6633663366336633,,51
S178348653,Revista Latinoamericana de Psicología,journal,1.0,,38
S178362034,Industrial Crops and Products,journal,6.452658227848101,,218
S178469169,Acta Paediatrica,journal,1.560747663551402,,196
S178548257,European Journal of Cardiovascular Nursing,journal,1.4479553903345725,,88
S178650970,Frontiers in Neuroendocrinology,journal,6.214285714285714,,188
S178810554,Psihologija,journal,0.8791208791208791,,32
S178886870,North American Journal of Fisheries Management,journal,1.154109589041096,,113
S178897707,Zbornik Instituta za pedagoska istrazivanja,journal,0.24324324324324326,,13
S179039853,Publizistik,journal,0.6583333333333333,,42
S179068624,Journal of Offender Rehabilitation,journal,3.12,,60
S179120876,Neurocase,journal,0.5428571428571428,,88
S179213746,British Journal of Psychology,journal,2.3406113537117905,,188
S179289126,Journal of Adolescence,journal,2.4583333333333335,,198
S179481622,Journal of Literary Semantics,journal,0.34210526315789475,,31
S179500637,Applied Animal Behaviour Science,journal,2.331117021276596,,181
S179531880,Current Sexual Health Reports,journal,3.630434782608696,,39
S179575189,Judgment and Decision Making,journal,1.7314814814814814,,102
S179605291,Language Teaching Research,journal,3.0368852459016393,,134
S179810352,Organic & Biomolecular Chemistry,journal,2.689189189189189,,190
S179816892,Frontiers in Neuroinformatics,journal,5.1069182389937104,,113
S179870829,Journal of Individual Differences,journal,1.0,,62
S179906392,British Journal of Social Psychology,journal,3.768292682926829,,170
S17992710,The Journal of Clinical Psychiatry,journal,2.456575682382134,,249
S179943861,Australian & New Zealand Journal of Psychiatry,journal,2.9971428571428573,,182
S179966576,Canadian Journal of School Psychology,journal,1.4444444444444444,,57
S180061323,The Review of Economics and Statistics,journal,4.202492211838006,,352
S180067919,Acta Psychologica,journal,3.1515151515151514,,186
S180106345,Journal of Clinical Nursing,journal,3.26090169992609,,173
S180401253,Pharmacological Reports,journal,3.911042944785276,,99
S180465690,ACS Chemical Neuroscience,journal,3.910018552875696,,125
S180782769,Journal of Modern Applied Statistical Methods,journal,0.75,,53
S180821644,Pediatric Critical Care Medicine,journal,1.9283720930232557,,133
S181049350,Zeitschrift für Arbeits- und Organisationspsychologie A&O,journal,0.49122807017543857,,41
S181082468,Canadian Journal of Experimental Psychology/Revue canadienne de psychologie expérimentale,journal,0.5714285714285714,,87
S181123643,The Breast,journal,2.0328305235137534,,129
S18135458,European Journal of Sport Science,journal,2.8982758620689655,,109
S181451930,Journal of Autism and Developmental Disorders,journal,2.515974440894569,,301
S181493553,Experimental Economics,journal,1.707070707070707,,106
S181516231,Archives of Scientific Psychology,journal,0.0,,29
S181568219,European Heart Journal,journal,2.908964558721334,,456
S181779256,Discourse Processes,journal,1.5703125,,128
S181963958,Poznań Studies in Contemporary Linguistics,journal,0.5,,28
S182001,Gifted Child Quarterly,journal,3.1839080459770117,,107
S182239929,Romance Studies,journal,0.03125,,14
S18225753,Adapted Physical Activity Quarterly,journal,1.5434782608695652,,94
S182325219,Annales Médico-psychologiques revue psychiatrique,journal,0.27400468384074944,,35
S1824407,Autism,journal,6.2322695035460995,,177
S182710874,Mathematical and Computer Modelling,journal,0.0,,148
S182748528,International Journal of Behavioral Nutrition and Physical Activity,journal,7.072815533980583,,209
S182829932,American Fern Journal,journal,0.3888888888888889,,58
S182869780,International Journal of Science and Mathematics Education,journal,3.63003663003663,,89
S182975812,The Indian Journal of Agricultural Sciences,journal,0.7955271565495208,,43
S183121400,Journal of Research in Special Educational Needs,journal,2.04014598540146,,63
S183131812,Midwifery,journal,2.4476670870113493,,122
S183337005,Adaptive Behavior,journal,1.5,,82
S183492911,"Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE",journal,0.0,,237
S183582160,International Journal of Electrical Engineering Education,journal,0.0,,42
S183584863,Nature Climate Change,journal,12.780755176613885,,379
S183644930,World Psychiatry,journal,16.42948717948718,,198
S183686791,The Astrophysical Journal Supplement Series,journal,5.632962588473205,,380
S183718435,Sleep Medicine,journal,1.2333411269581482,,193
S183721526,Prevention Science,journal,2.0843373493975905,,132
S183770981,Columbia Law Review,journal,0.0,,123
S183798913,Applied Linguistics,journal,3.676348547717842,,207
S183843087,Brazilian Journal of Medical and Biological Research,journal,1.9272727272727272,,118
S183937543,Theoretical Linguistics,journal,1.3111111111111111,,66
S183989336,Lara D. Veeken,journal,2.275850104094379,,233
S1842953,Evaluation and Program Planning,journal,2.23841059602649,,124
S184645833,Chemical Science,journal,8.405959031657355,,277
S184789190,Journal of Health Management,journal,1.1041666666666667,,40
S184803288,Psychotherapy and Psychosomatics,journal,4.4603174603174605,,155
S184932276,Asia Pacific Education Review,journal,2.4976744186046513,,74
S185046733,Physiologia Plantarum,journal,4.356472795497186,,235
S18516046,International Journal of Synthetic Emotions,journal,0.0,,17
S18522216,Media Culture & Society,journal,3.6374045801526718,,123
S185253248,Human Resource Management Review,journal,7.282608695652174,,173
S185297315,Agriculture Ecosystems & Environment,journal,6.420945945945946,,279
S185389193,Advances in Mechanical Engineering,journal,2.9812332439678286,,85
S185455288,American Educational Research Journal,journal,4.592920353982301,,269
S185825760,Australian Journal of Zoology,journal,1.2285714285714286,,90
S185874209,BMC Medical Research Methodology,journal,4.961722488038277,,223
S185879095,Clinical Therapeutics,journal,2.2675585284280935,,174
S185889707,Journal of Biomedical Science and Engineering,journal,0.8571428571428571,,41
S186034587,Journal of Pragmatics,journal,1.8333333333333333,,230
S186113128,Nephrology Dialysis Transplantation,journal,1.2376042123738482,,234
S186193465,Biomedizinische Technik/Biomedical Engineering,journal,1.3660130718954249,,59
S186215666,Addictive Behaviors,journal,3.51355421686747,,210
S186231457,Agroforestry Systems,journal,2.8751835535976507,,134
S186234238,Educational Research and Evaluation,journal,1.6702127659574468,,75
S186357190,Future Generation Computer Systems,journal,5.654770075497598,,214
S186480540,Psychometrika,journal,1.9260869565217391,,223
S186584119,Journal de Radiologie,journal,0.0,,33
S186589310,Clinical Medicine,journal,1.6092150170648465,,116
S186589312,Behaviour Research and Therapy,journal,2.753303964757709,,330
S18666220,Journal of Experimental Psychology Learning Memory and Cognition,journal,1.1003937007874016,,283
S186751577,School Effectiveness and School Improvement,journal,3.4029850746268657,,111
S186935893,Energy & Fuels,journal,6.5079331941544885,,260
S187175751,Journal of Vibration and Control,journal,1.665909090909091,,95
S187216704,AJN American Journal of Nursing,journal,0.6613588110403397,,161
S187239619,Industrial and Organizational Psychology,journal,1.9014778325123152,,78
S187270080,European Journal of Work and Organizational Psychology,journal,4.735483870967742,,157
S187318745,Educational Psychology Review,journal,13.71311475409836,,213
S187325880,Journal of French Language Studies,journal,0.3684210526315789,,58
S187348256,Personality and Social Psychology Bulletin,journal,2.944976076555024,,321
S187416585,Gefässchirurgie,journal,0.18181818181818182,,22
S187497233,Anales de Psicología,journal,2.0,,56
S187563580,Social Development,journal,1.4054054054054055,,145
S187579785,Journal of Cardiac Surgery,journal,0.39473684210526316,,89
S187602988,Phenomenology and the Cognitive Sciences,journal,2.0585774058577404,,81
S187755562,Language Awareness,journal,3.0161290322580645,,69
S1879512,Reproductive Toxicology,journal,3.229982964224872,,156
S188131352,Psychologie Française,journal,0.5087719298245614,,27
S188247268,Veterinarski arhiv,journal,0.6417910447761194,,24
S188336720,Accident Analysis & Prevention,journal,7.579449152542373,,251
S188405464,Journal of Occupational Therapy Schools & Early Intervention,journal,1.0991735537190082,,24
S188435531,English World-Wide A Journal of Varieties of English,journal,1.0465116279069768,,70
S188519406,Annales de Pathologie,journal,0.2289156626506024,,27
S188582317,Chemistry - An Asian Journal,journal,3.2284122562674096,,145
S188633547,Fish Physiology and Biochemistry,journal,2.831932773109244,,120
S188673600,Journal of Luminescence,journal,3.668279198341396,,158
S18869182,Onoma,journal,0.10714285714285714,,10
S188876174,Journal of Psychology in Africa,journal,1.5215827338129497,,47
S189112142,Ethnicities,journal,1.0855263157894737,,75
S189188848,Journal of Networks,journal,0.0,,45
S18942856,Cognitive Affective & Behavioral Neuroscience,journal,2.8846153846153846,,137
S189699570,Foundations and Trends® in Human–Computer Interaction,journal,29.142857142857142,,33
S189706386,Cartography and Geographic Information Science,journal,3.142857142857143,,77
S189751245,Journal of Consumer Affairs,journal,1.9185185185185185,,109
S189776597,Transactions of the Philological Society,journal,0.17857142857142858,,77
S189894822,Psychology and Psychotherapy Theory Research and Practice,journal,1.7401960784313726,,85
S189922908,Zeitschrift für Gastroenterologie,journal,0.20911949685534592,,76
S189995291,Social Psychiatry and Psychiatric Epidemiology,journal,2.7886323268206037,,201
S190064913,Clinical Oncology,journal,1.2347480106100797,,112
S190099528,British Journal of Mathematical and Statistical Psychology,journal,1.4899328859060403,,109
S19016632,Journal of Petroleum Science and Engineering,journal,0.0,,182
S19032547,BMC Bioinformatics,journal,4.617219917012448,,314
S190353498,Journal of Vocational Rehabilitation,journal,1.6257668711656441,,63
S190740074,The Mathematics Enthusiast,journal,0.00539906103286385,,45
S190760531,Journal of Aging & Social Policy,journal,1.797752808988764,,60
S190787756,Symmetry,journal,2.2648419429452584,,124
S19081469,Tissue Engineering Part A,journal,2.4086021505376345,,153
S190981846,Evaluation & the Health Professions,journal,2.775,,82
S190989491,Gerontology,journal,2.5649122807017544,,151
S191188855,British Journal of Urology,journal,2.302654867256637,,199
S191206091,Health Technology Assessment,journal,2.7789115646258504,,199
S191257319,Restoration Ecology,journal,2.3584686774941996,,163
S191377590,International Journal of Methods in Psychiatric Research,journal,3.1875,,113
S191399632,Autism Research,journal,3.2777777777777777,,133
S191565391,Heart,journal,2.6901408450704225,,278
S191612999,Organizacija,journal,2.0615384615384613,,32
S19176856,Otology & Neurotology,journal,1.5085106382978724,,141
S191847413,Diagnostica,journal,0.6904761904761905,,71
S191903559,Pain Medicine,journal,1.5598290598290598,,154
S191932905,Pediatric Allergy and Immunology,journal,2.5309734513274336,,130
S191963794,Analytical Chemistry,journal,6.758978249873546,,484
S192051125,Trends in Cognitive Sciences,journal,10.029082774049217,,463
S192071280,Journal of Computational Science,journal,3.4812925170068025,,84
S192107914,Journal of Second Language Writing,journal,6.366666666666666,,151
S192266589,Group & Organization Management,journal,2.434959349593496,,142
S192525298,Isis,journal,0.1710261569416499,,94
S192565471,Pediatric Anesthesia,journal,1.2129032258064516,,124
S192592622,Depression and Anxiety,journal,3.312020460358056,,209
S192806854,"Behavior Research Methods, Instruments, & Computers",journal,0.0,,119
S192886709,International Journal of Men s Health,journal,0.0,,47
S193040567,Communication Methods and Measures,journal,3.6470588235294117,,64
S193250556,Remedial and Special Education,journal,2.6018518518518516,,128
S193446848,Journal of Early Childhood Research,journal,1.5321100917431192,,56
S193447295,ChemSusChem,journal,5.466507177033493,,238
S193557460,Archives des maladies professionnelles et de médecine du travail/Archives des maladies professionnelles et de l'environnement,journal,0.015032679738562092,,14
S193626562,Aesthetic Surgery Journal,journal,3.321060382916053,,109
S193694675,Professional Psychology Research and Practice,journal,1.4973262032085561,,144
S19371312,Teaching and Learning in Medicine,journal,1.901840490797546,,85
S19400212,Motivation and Emotion,journal,1.5990338164251208,,155
S194154261,Ecological Indicators,journal,9.00718085106383,,243
S194302669,Journal of Pain,journal,1.1785714285714286,,196
S194631498,Genes,journal,3.238389328063241,,143
S194662844,Food Quality and Preference,journal,4.680104031209363,,200
S194681035,Molecular Neurobiology,journal,5.118071203244705,,178
S194691280,Annalen der Physik,journal,1.433781190019194,,203
S194842327,Endocrine,journal,3.448717948717949,,127
S19503097,Applied Ocean Research,journal,5.526637554585153,,117
S195061619,Hematology,journal,1.9556135770234986,,63
S195231649,Entropy,journal,2.2655627108249003,,143
S195343931,Language & Communication,journal,2.046511627906977,,93
S195663288,Monthly Notices of the Royal Astronomical Society,journal,5.179366762611726,,503
S19572933,Retina,journal,1.4898612593383138,,172
S195768125,Intercultural Pragmatics,journal,0.7033898305084746,,68
S195776158,Politics,journal,2.8990825688073394,,67
S195809937,Ecological Informatics,journal,7.673482849604222,,113
S195965714,Occupational Medicine,journal,0.3831096196868009,,139
S196029703,Quarterly Journal of Speech,journal,1.125,,95
S196057155,International Journal of Technology and Design Education,journal,3.50210970464135,,82
S196403249,Research in Veterinary Science,journal,1.7728740581270184,,129
S19655492,Children & Society,journal,1.4201388888888888,,95
S196734849,Scientific Reports,journal,4.8189768489953595,,462
S196796222,The Heythrop Journal,journal,0.05228758169934641,,24
S196979320,Urology,journal,1.0313253012048194,,237
S197070928,Integrative Cancer Therapies,journal,2.9645390070921986,,91
S197145128,Journal of Organizational Change Management,journal,4.772151898734177,,122
S197152527,Communicative & Integrative Biology,journal,5.21875,,68
S197285354,Twin Research and Human Genetics,journal,0.9102564102564102,,97
S197419112,Journal of Logic Language and Information,journal,0.2857142857142857,,56
S197555986,Journal of Child and Adolescent Psychiatric Nursing,journal,1.9173553719008265,,58
S19793444,Academic Medicine,journal,2.0570884871550903,,263
S197939330,PLoS Medicine,journal,8.037383177570094,,353
S1980519,The Astrophysical Journal,journal,5.374942549866716,,701
S198080574,Journal of Ophthalmology,journal,1.5156794425087108,,83
S198098182,Energies,journal,4.707755983444304,,227
S198272637,Journal of Child and Adolescent Psychopharmacology,journal,2.122448979591837,,117
S198285748,Multidimensional Systems and Signal Processing,journal,4.176470588235294,,55
S198387837,European Journal of Oncology Nursing,journal,3.473997028231798,,98
S1983995261,PeerJ,journal,3.2402690034644386,,168
S198727964,Oncology,journal,1.6325088339222615,,125
S198804558,Intensive Care Medicine,journal,6.398418972332016,,315
S198818534,Journal of Substance Use,journal,0.6233333333333333,,47
S198828251,Evolutionary Biology,journal,3.2363636363636363,,99
S199011235,Journal of Leukocyte Biology,journal,3.50709219858156,,263
S199247034,Optical Materials,journal,5.4952153110047846,,142
S199390258,International Journal of Bilingual Education and Bilingualism,journal,1.861904761904762,,118
S199497470,IEEE Transactions on Audio Speech and Language Processing,journal,0.0,,144
S199498439,Acta Psychiatrica Scandinavica,journal,3.63943661971831,,240
S1995308,Journal of neurosurgery,journal,2.9209445585215605,,361
S199738284,Journal of Visualized Experiments,journal,0.34203408168785504,,168
S199806552,British Journal of Visual Impairment,journal,1.0657894736842106,,41
S199863409,Leisure Studies,journal,2.2759856630824373,,104
S199944782,IEEE Transactions on Pattern Analysis and Machine Intelligence,journal,13.099290780141844,,551
S199972112,The International Journal of Neuropsychopharmacology,journal,0.8109610802223988,,156
S200071133,Blood,journal,1.4004743168220772,,640
S20010350,Journalism & Mass Communication Quarterly,journal,1.9688581314878892,,129
S200334879,Discrete Mathematics & Theoretical Computer Science,journal,0.3597560975609756,,39
S200437886,BMC Public Health,journal,4.458024036762107,,291
S200794352,Oikos,journal,2.5270049099836336,,296
S20082545,Group Dynamics Theory Research and Practice,journal,0.6307692307692307,,93
S200862508,Genes Chromosomes and Cancer,journal,1.6395348837209303,,159
S200906791,Security Studies,journal,1.1612903225806452,,93
S201005279,Journal of Experimental Child Psychology,journal,2.3518850987432676,,202
S201023783,International Review of Pragmatics,journal,0.5609756097560976,,31
S201186940,Personal Relationships,journal,1.7337662337662338,,129
S201230245,PROTOPLASMA,journal,2.183734939759036,,137
S201273009,European Review of Social Psychology,journal,5.585365853658536,,114
S201294665,Second language Research,journal,1.9634146341463414,,112
S201313073,Legume Research - An International Journal,journal,0.5591985428051002,,29
S201441698,Optik,journal,3.806791569086651,,130
S201446958,Health Research Policy and Systems,journal,4.338095238095238,,109
S201514771,Photosynthetica,journal,2.34,,107
S20152851,International Journal of Educational Development,journal,2.425650557620818,,126
S201530359,Environmental Pollution,journal,7.421510478449981,,384
S201533460,Applied Economics,journal,2.2220309810671255,,161
S201609156,Brain Topography,journal,2.8726415094339623,,116
S201947704,Periodica Polytechnica Chemical Engineering,journal,2.1818181818181817,,34
S201989124,Organic Letters,journal,4.534043538675313,,269
S202288906,European Political Science Review,journal,3.5739130434782607,,75
S202381698,PLoS ONE,journal,3.061147186147186,,601
S202417740,Behavioral and Brain Functions,journal,2.9076923076923076,,96
S20257348,Journal of Experimental Biology,journal,2.1956901572510192,,282
S202575634,Cognition and Instruction,journal,2.71875,,145
S202734349,Journal of Happiness Studies,journal,3.6143617021276597,,169
