source_id,display_name,type,mean_citedness_2yr,works_count,h_index
S124386304,Expert Review of Molecular Diagnostics,journal,4.329059829059829,,105
S124600697,Current Psychiatry Reports,journal,6.52863436123348,,162
S124795565,Talanta,journal,6.538847664775207,,220
S124867444,International Journal of Computer Mathematics,journal,1.9836065573770492,,74
S124867825,Phlebology The Journal of Venous Disease,journal,1.161764705882353,,75
S124907306,Public Understanding of Science,journal,3.3825136612021858,,130
S124948411,Clinical Chemistry and Laboratory Medicine (CCLM),journal,3.0095057034220534,,151
S125130336,International Journal of Social Research Methodology,journal,1.5934065934065933,,118
S12529635,Computers & Security,journal,8.485113835376533,,168
S125446397,Nordic Journal of English Studies,journal,0.3125,,34
S125613531,Journal of Psychopathology and Behavioral Assessment,journal,1.35678391959799,,120
S125651130,Matrix Biology,journal,6.010204081632653,,176
S125735781,Written Language & Literacy,journal,0.4,,41
S125754415,Proceedings of the National Academy of Sciences,journal,8.256869458344307,,1175
S126146781,American Journal of Physical Anthropology,journal,0.0,,238
S126192178,Origins of Life and Evolution of Biospheres,journal,0.0,,100
S126294776,Journal of Mathematical Psychology,journal,1.3653846153846154,,137
S126319040,Communication Teacher,journal,0.9540229885057471,,25
S126359496,Archives of General Psychiatry,journal,0.0,,545
S126457381,Biometrical Journal,journal,1.6964980544747081,,102
S126481815,International Journal of Corpus Linguistics,journal,10.315068493150685,,81
S126530969,Hernia,journal,2.4886363636363638,,113
S126561628,Journal of Psychoeducational Assessment,journal,1.76878612716763,,92
S126635229,Developmental Psychology,journal,1.6915983606557377,,382
S126644158,Oncotarget,journal,2.0833333333333335,,223
S126644992,Journal of Youth and Adolescence,journal,4.878787878787879,,216
S126670327,The Knee,journal,1.7967698519515478,,120
S126804734,Appetite,journal,3.6371951219512195,,248
S126920919,IEEE Geoscience and Remote Sensing Letters,journal,3.690376569037657,,178
S126923661,Linguistics,journal,1.4609375,,138
S126947272,Australasian Journal of Educational Technology,journal,6.6923076923076925,,109
S12725922,Gifted Child Today,journal,1.1320754716981132,,44
S127393932,Inflammation,journal,5.128125,,107
S127438267,High Ability Studies,journal,1.2,,58
S127754761,Journal of Water Resources Planning and Management,journal,2.1678082191780823,,139
S127795871,Journal of Educational Computing Research,journal,10.4,,128
S127827428,Nature Methods,journal,21.364494806421153,,514
S127900037,Human Reproduction,journal,1.1482999758861827,,319
S127936299,The British Journal of Psychiatry,journal,2.5675990675990676,,377
S128056823,Journal of Child & Adolescent Trauma,journal,1.1737891737891737,,51
S128124174,Cell stem cell,journal,18.1,,375
S128158437,Behavioural Processes,journal,1.2989690721649485,,131
S128350725,Communication in Statistics- Theory and Methods,journal,0.7195121951219512,,123
S128425624,Current Biology,journal,5.9402608329827515,,457
S12843020,Disability and Rehabilitation,journal,2.0094850948509486,,175
S128507546,Resuscitation,journal,2.1751937984496124,,207
S128543880,BMC Microbiology,journal,4.0,,180
S128848949,Journal of Bone and Joint Surgery,journal,2.59010896898575,,469
S128894006,International Nursing Review,journal,5.9425,,98
S128978809,Scientific Studies of Reading,journal,3.1392405063291138,,120
S12898181,BMC Health Services Research,journal,3.662907268170426,,219
S129060628,Diabetes,journal,0.5410997732426304,,448
S129102366,Reviews of Geophysics,journal,19.202380952380953,,326
S129135363,International Journal of Psychophysiology,journal,1.0,,187
S129317210,Transactions of the Royal Society of Tropical Medicine and Hygiene,journal,1.7625,,181
S12943752,WIRTSCHAFTSINFORMATIK,journal,0.34285714285714286,,41
S129597367,Der Anaesthesist,journal,0.0,,58
S129665955,Journal of Plant Growth Regulation,journal,3.7717206132879046,,136
S12967704,Statistical Science,journal,4.36936936936937,,176
S129686714,Journal of Risk Research,journal,2.486792452830189,,102
S129764719,Infection Control and Hospital Epidemiology,journal,1.563552833078101,,198
S129806727,Canadian Modern Language Review/ La Revue canadienne des langues vivantes,journal,0.8478260869565217,,95
S129906632,The Social Science Journal,journal,0.5176470588235295,,96
S129922104,International Journal of Sustainability in Higher Education,journal,3.172794117647059,,130
S13012152,Mind & Language,journal,1.3945578231292517,,137
S130127385,European Journal of Clinical Microbiology & Infectious Diseases,journal,3.0594285714285716,,161
S130337233,The Gerontologist,journal,2.806078147612156,,238
S130413023,Cognitive Development,journal,1.641025641025641,,141
S130455057,Work,journal,1.1411764705882352,,91
S13054843,Osteoarthritis and Cartilage,journal,1.149452804377565,,234
S130551847,Early Intervention in Psychiatry,journal,1.6789838337182448,,77
S130623406,Wiley Interdisciplinary Reviews Cognitive Science,journal,2.376470588235294,,102
S130638383,Futures,journal,4.457920792079208,,171
S130650480,Journal of Pain Research,journal,2.4851680949241923,,97
S130661733,Journal of Pharmaceutical Sciences,journal,3.1851126346718903,,277
S13068289,Cultural Diversity & Ethnic Minority Psychology,journal,1.4679245283018867,,133
S13069421,Metacognition and Learning,journal,3.5948275862068964,,91
S130750583,Global Environmental Change,journal,8.640522875816993,,298
S130873806,System,journal,9.232375979112271,,203
S131016564,International Journal of Pharmaceutics,journal,6.424984106802289,,300
S131132109,Psychiatrische Praxis,journal,2.7121771217712176,,43
S1311355,Ecology Of Freshwater Fish,journal,1.6119402985074627,,80
S131204085,Indian Journal of Genetics and Plant Breeding (The),journal,1.175,,40
S131338839,Ageing International,journal,1.1416666666666666,,56
S131365115,Anthropological Journal of European Cultures,journal,0.8863636363636364,,19
S131387491,Journal of Wound Ostomy and Continence Nursing,journal,1.1496062992125984,,80
S13144211,Expert Systems with Applications,journal,7.096800080248771,,348
S131562361,AINS - Anästhesiologie · Intensivmedizin · Notfallmedizin · Schmerztherapie,journal,0.3389830508474576,,36
S131583313,Biological Theory,journal,1.8571428571428572,,54
S131590804,Substance Use & Misuse,journal,1.2570036540803897,,114
S131720508,Journal of Dual Diagnosis,journal,1.2298850574712643,,45
S131852149,Environmental Management,journal,2.8202764976958523,,193
S131954271,Psychology of sport and exercise,journal,3.8126195028680687,,160
S132049688,Obesity Reviews,journal,6.515539305301646,,263
S132103600,Psychogeriatrics,journal,1.8403990024937655,,62
S132108250,Frontiers in Pharmacology,journal,4.834274393263992,,239
S132226890,Ships and Offshore Structures,journal,1.727741935483871,,49
